Alpha_Node,Total_Support
MYB,-980
PTPN13,-980
BIRC7,-980
BIRC8,-980
CEBPB,-980
CEBPG,-980
IL15RA,-980
LTA,-980
CCL13,-980
CCL19,-980
CCL21,-980
CXCL12,-980
TNFSF13B,-980
NFX1,-918
NOTCH1,-976
NOTCH2,-976
NOTCH3,-976
NOTCH4,-976
NFYA,-980
NFYB,-980
NFYC,-980
FLT4,-980
NPAS2,-980
NR0B2,-980
CYP7A1,-980
SLC10A1,-980
SLCO1A2,-980
SLCO1B1,-980
SLCO1B3,-980
SLCO1B7,-980
NR1H3,-918
SREBF1,-980
NR1H4,-958
ABCB11,-980
ABCB4,-980
ABCC2,-980
SLC51A,-980
SLC51B,-980
NR3C2,-950
ATP1A1,-980
ATP1A2,-980
ATP1A3,-980
ATP1A4,-980
ATP1B1,-980
ATP1B2,-980
ATP1B3,-980
ATP1B4,-980
FXYD2,-980
FXYD4,-980
KRAS,-980
SCNN1A,-980
SCNN1B,-980
SCNN1G,-980
SGK1,-980
NR4A1,-980
NR4A2,-980
FGF23,-980
NR5A1,-980
ONECUT1,-960
HNF1B,-980
PAX8,-980
PBX1,-980
NKX6-1,-980
NR5A2,-980
PGAM5,-978
DNM1L,-980
PIAS1,-980
PIAS2,-980
PIAS3,-980
PIAS4,-980
PIK3CA,-978
RCAN2,-980
PIK3CB,-978
PIK3CD,-978
PIK3R1,-978
PIK3R2,-978
PIK3R3,-978
CEBPE,-980
ZBTB16,-978
PPARA,-918
ACAA1,-980
ACADM,-980
ACOX1,-980
ACOX2,-980
ACOX3,-980
ACSL1,-980
ACSL3,-980
ACSL4,-980
ACSL5,-980
ACSL6,-980
ANGPTL4,-980
APOA1,-980
APOA2,-980
APOA5,-980
APOC3,-980
CPT2,-980
CYP4A11,-980
CYP4A22,-980
CYP8B1,-980
DBI,-980
EHHADH,-980
FABP1,-980
FADS2,-980
HMGCS2,-980
LPL,-980
ME1,-980
PLTP,-980
SCD,-980
SCD5,-980
SCP2,-980
SLC27A1,-980
